respondent_id,lhj_code,region,size,agency,supervisor_status,,pref_formats,pref_notify,pref_barriers,barriers_others,pref_location,other_topics,fam_train,prof_dev_train,pref_train_participated,pref_train_recat,pref_train_other
_073,WBW,Region 5,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing",Email,Other (please specify),So many options unsure where to start,"Kalispell ,Missoula","1. Financial planning and budgets with an emphasis on sustainability 2. Strategies to effectively engage community decision makers (such as local government, tribal leaders, school boards, etc)in efforts to improve community health outcomes through cross-sector partnerships that also address social determinants of health (such as housing, income, transportation). Ideally this may include ways to help shape local conversations and policies.",I have created an account.,No,NA,NA,NA
_074,PQS,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)","Email,Digital Newsletter","Location,Time of the year,Costs",NA,"Bozeman,Butte,Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,Yes,2024 MT Public Health Summer Institute (Helena),Summer Institute,NA
_075,PQS,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Unaware of training events,Logistics of travel,Costs",NA,"Bozeman,Butte,Helena,Miles City ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_076,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Unaware of training events,Logistics of travel,Family Responsibilities,Not allowed work time to participate,Costs",NA,Bozeman,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Confluence 2025 (Helena),Confluence,NA
_077,PRF,Region 4,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Toolkit / Resource Manual","Email,Connected Community,Digital Newsletter","Location,Family Responsibilities,Costs",NA,"Bozeman,Butte,Great Falls,Helena,Missoula","Sustainability of services/resources.
Implementing CHIP.
Implementing Strategic Plans.
Wellness in the workplace. 
Integrating environmental health with ""health department"".
Effective communication strategies with public.
",I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2024 (Missoula),Confluence 2025 (Helena),Virtual MT PHTC Trainings,2023 AMPHO Mentorship Program","Summer Institute,Summer Institute,Confluence,Confluence,Virtual MT PHTC Trainings,2023 AMPHO Mentorship Program",NA
_078,PQS,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Toolkit / Resource Manual,Job shadowing",Email,"Unaware of training events,Location,Logistics of travel,Family Responsibilities",NA,Helena,NA,I have heard of it but not created an account.,No,NA,NA,NA
_079,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Time of the year,Family Responsibilities,Costs",NA,"Billings,Bozeman,Butte,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena)","Confluence,Confluence,Confluence",NA
_080,PQS,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Job shadowing",Email,"Logistics of travel,Family Responsibilities",NA,"Bozeman,Butte,Helena,Missoula",NA,I have heard of it but not created an account.,Yes,"Confluence 2024 (Missoula),Confluence 2025 (Helena)","Confluence,Confluence",NA
_081,PQS,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Job shadowing",Email,"Time of the year,Topics that do not interest me,Costs",NA,"Bozeman,Great Falls,Helena,Missoula","Overall, there is a wide range of PH training in Montana",I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2023 (Billings),Confluence 2025 (Helena),Montana Public Health 101,UM Public Health Certificate Program ,Virtual MT PHTC Trainings,2024 MEHA RS/SIT Mentorship Program","Confluence,Confluence,Montana Public Health 101,UM Public Health Certificate Program ,Virtual MT PHTC Trainings,2024 MEHA RS/SIT Mentorship Program",NA
_082,KRO,Region 1,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Multi-session series of trainings,Blended (combination of online and in-person components),Job shadowing","Email,Digital Newsletter","Location,Can't leave department / no back up",NA,"Billings,Glasgow,Glendive,Havre,Helena,Miles City ,Sidney",Weight loss injections and their impact on public health. Combatting violence in our communities. Mental health resources for children in Montana- addressing suicide rates of our young teenagers.,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),STI Training Conference in Billings
_083,KRO,Region 1,Small,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Toolkit / Resource Manual",Email,Unaware of training events,NA,Glasgow,NA,I have created an account.,No,NA,NA,NA
_084,KRO,Region 1,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Toolkit / Resource Manual,Job shadowing",Email,"Location,Time of the year,Logistics of travel,Can't leave department / no back up,Costs",NA,"Glasgow,Glendive,Havre,Miles City",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Montana Public Health 101","Summer Institute,Summer Institute,Montana Public Health 101",NA
_085,JMO,Region 1,Small,County Health Department,Supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Toolkit / Resource Manual",Email,"Unaware of training events,Location,Time of the year,Logistics of travel,Family Responsibilities,Can't leave department / no back up",NA,"Billings,Miles City","Email Communication regarding the trainings. 
Better description of the content of the trainings; who the intended audience is.",I have never heard of TRAIN Montana and do not know how to access it.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Montana Public Health 101","Summer Institute,Summer Institute,Montana Public Health 101",NA
_086,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Job shadowing",Email,Other (please specify),none,"Billings,Bozeman,Butte,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Confluence 2025 (Helena),Confluence,NA
_087,HPF,Region 4,Large,County Health Department,Executive,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,Other (please specify),Medical + only can work 24hrs/week,Bozeman,Computer/Technology skills,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_088,PQS,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions)",Email,"Unaware of training events,Location,Time of the year,Logistics of travel,Family Responsibilities,Topics that do not interest me,Costs",NA,"Bozeman,Butte,Great Falls,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),CHW TRAINING
_089,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Job shadowing","Email,Connected Community","Location,Costs",NA,"Bozeman,Butte,Helena",NA,I have heard of it but not created an account.,Yes,Confluence 2025 (Helena),Confluence,NA
_090,KRO,Region 1,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,Topics that do not interest me,NA,"Glasgow,Glendive",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_091,QGZ,Region 1,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,Can't leave department / no back up,NA,Glendive,NA,I have heard of it but not created an account.,Yes,Virtual MT PHTC Trainings,Virtual MT PHTC Trainings,NA
_092,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Toolkit / Resource Manual","Email,Digital Newsletter","Unaware of training events,Logistics of travel",NA,"Billings,Bozeman,Helena",NA,I have created an account.,No,NA,NA,NA
_093,SMA,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Toolkit / Resource Manual",Email,Unaware of training events,NA,Miles City,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_094,TDK,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions)","Email,Digital Newsletter","Unaware of training events,Location,Time of the year,Logistics of travel,Family Responsibilities,Topics that do not interest me",NA,"Billings,Glasgow,Glendive,Miles City ,Sidney","update/refresher on land use sanitation rules and regs,  hydrology and hydrogeology, soils and contamination transport.",I have created an account.,Yes,Other (please specify),Other (please specify),Infiltrator and PrivateWellClass.org webinars and training series
