"","lhj_code","region","size","agency","supervisor_status","current_yrs","agency_yrs","ph_practice_yrs","ph_mangmt_yrs","f_love_job","f_treated_fairly","f_work_life_balance","f_paid_fairly","f_happy_input","f_manage_demands","f_psych_safe","f_voice_concerns","s_job","s_org","s_work_unit","s_supervisor","s_pay","s_benefits","s_treated_fair_age","s_treated_fair_race","s_treated_fair_gender","s_treated_fair_sex_orient","s_treated_fair_diability","s_sup_interpersonal_skills","s_belonging_work_unit","s_belonging_agency","comments","mental_emotional_health","s_comfort_using_PTO","s_able_complete_40hr","have_to_do_more","s_agency_mh_policy_support","burnout","well_participate","well_org","well_org_other","well_interest","well_interest_type","well_interest_type_other","considering_leaving","leaving_plans","leaving_plans_other","leaving_org_reasons","leaving_orgs_reasons_other","why_staying","why_staying_other","Retirement_year","gender","gender_other","race","Race_other","age","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","publichealth_phd_other","phd_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","current_credentials","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","highest_degree","sup_status","sup_status_recat","retire_recat","leave_or_retire","burnout_recat","s_job_recat","s_org_recat","s_work_unit_recat","s_supervisor_recat","s_pay_recat","s_benefits_recat","s_treated_fair_age_recat","s_treated_fair_race_recat","s_treated_fair_gender_recat","s_treated_fair_sex_orient_recat","s_treated_fair_diability_recat","s_sup_interpersonal_skills_recat","s_belonging_work_unit_recat","s_belonging_agency_recat","s_comfort_using_PTO_recat","s_able_complete_40hr_recat","s_agency_mh_policy_support_recat","f_love_job_recat","f_treated_fairly_recat","f_work_life_balance_recat","f_paid_fairly_recat","f_happy_input_recat","f_manage_demands_recat","f_psych_safe_recat","f_voice_concerns_recat","region_color_cat","degree_recat","age_group","age_group_lg","max_yrs","max_yrs_cat","satisfied_job","leave_retire2"
"88","PQS","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,5,5,NA,"Almost Always","Always","Almost Always","Usually","Usually","Almost Always","Almost Always","Almost Always","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree",NA,"Fair","Agree","Strongly Agree","Agree","Agree","I have one or more symptoms of burnout that won't go away","Yes","Workplace",NA,"Yes","Sound therapy,Art therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,job satisfaction,opportunities for advancement,organizational climate / culture,pay,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,40,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Community Health Worker,Other Certification (please specify)","CERTIFIED ASTHMA EDUCATOR","No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","35-44","35-54",5,"5-9","satisfied with job","staying"
"89","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,4,NA,"Almost Always","Almost Always","Almost Always","Rarely","Usually","Almost Always","Always","Usually","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Very Good","Agree","Agree","Agree","Disagree","I have one or more symptoms of burnout that come and go away","Yes","Workplace",NA,"Yes","Wellness coaching,Art therapy,Virtual training,In-person training",NA,"Yes","Take a non-governmental job in public health",NA,"job instability, layoffs),lack of opportunities for advancement,pay",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,26,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"Yes","Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Usually/Always","Usually/Always","Usually/Always","Rarely/Never","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",4,"0-4","satisfied with job","leaving OR retiring"
"90","KRO","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",7,7,7,NA,"Always","Always","Always","Usually","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","I consider the people I work with my ""work family"". I retired for 5 months and was asked to come back because no one applied for my position. It is a awesome place to work.","Very Good","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","I have no symptoms of burnout","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,exciting and challenging work,flexible work schedule,job satisfaction,job stability,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers",NA,"2028","Woman",NA,"American Indian or Alaska Native",NA,70,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","before 2030","retiring","None","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","65-74","55+",7,"5-9","satisfied with job","leaving OR retiring"
"91","QGZ","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",5,5,5,NA,"Always","Usually","Always","Always","Usually","Almost Always","Usually","Rarely","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Disagree","Agree",NA,"Very Good","Disagree","Agree","Agree","Disagree","I have one or more symptoms of burnout that come and go away","Yes","Insurance provider,Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,In-person training",NA,"No",NA,NA,NA,NA,"job satisfaction",NA,"2027","Woman",NA,"White",NA,38,"I am currently pursuing a degree",NA,NA,NA,NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES)",NA,NA,"Non-supervisor","Non-supervisor","before 2030","retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Rarely/Never","Region 1 and 2","less than Bachelors","35-44","35-54",5,"5-9","satisfied with job","leaving OR retiring"
"92","HPF","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Almost Always","Always","Almost Always","Usually","Almost Always","Almost Always","Almost Always","Always","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",NA,"Very Good","Agree","Agree","Agree","Strongly Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace",NA,"Yes","Wellness coaching,Art therapy,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,organizational climate / culture,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"Hispanic or Latino,White",NA,35,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Certified Community Health Worker",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",1,"0-4","satisfied with job","staying"
"93","SMA","Region 1","Medium","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,6,6,NA,"Almost Always","Almost Always","Almost Always","Rarely","Always","Almost Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Good","Strongly Agree","Strongly Agree","Agree","Strongly Agree","I have one or more symptoms of burnout that won't go away","Yes","Workplace",NA,"Yes","Wellness coaching,Art therapy,Virtual training",NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,flexible work schedule,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,53,"Other bachelor's degree (please specify)",NA,"BS in Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Other Certification (please specify)","Certified Car Seat Technician","No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Rarely/Never","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","45-54","35-54",6,"5-9","satisfied with job","staying"
"94","TDK","Region 1","Medium","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",13,13,13,NA,"Usually","Almost Always","Always","Always","Usually","Always","Always","Almost Always","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"Yes","Take a non-governmental job not in public health",NA,"reasons unrelated to my job",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,42,"Other associate degree (please specify),BS/BA","Environmental Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","35-44","35-54",13,"10+","satisfied with job","leaving OR retiring"
"95","PQS","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,"Usually","Always","Sometimes","Usually","Almost Always","Usually","Always","Always","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree",NA,"Good","Strongly Agree","Agree","Disagree","Disagree","I have one or more symptoms of burnout that won't go away","Yes","Insurance provider,Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Sound therapy,Wellness Champions Program,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"job satisfaction,job stability,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,42,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"Yes","Certified in Public Health (CPH)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",2,"0-4","satisfied with job","staying"
"96","SMA","Region 1","Medium","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,8,11,2,"Usually","Almost Always","Almost Always","Almost Always","Almost Always","Usually","Always","Always","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","One Health is the best place i've worked within the healthcare field.","Very Good","Strongly Agree","Agree","Agree","Strongly Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Art therapy,Wellness Champions Program,Virtual training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,organizational climate / culture,pay,pride in the organization and its mission,remote work policies,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,60,"Associate's degree in nursing,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Certified in Public Health (CPH)",NA,"Bachelors","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","55-64","55+",11,"10+","satisfied with job","staying"
"97","PQS","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",16,16,16,NA,"Always","Always","Always","Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","I have no symptoms of burnout","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,job stability,lack of stress,organizational climate / culture,pay,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"Mixed Race",NA,46,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES),Diabetes Educator Certification (CDE)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","45-54","35-54",16,"10+","satisfied with job","staying"
