lhj_code,region,size,agency,supervisor_status,current_yrs,agency_yrs,ph_practice_yrs,ph_mangmt_yrs,f_love_job,f_treated_fairly,f_work_life_balance,f_paid_fairly,f_happy_input,f_manage_demands,f_psych_safe,f_voice_concerns,s_job,s_org,s_work_unit,s_supervisor,s_pay,s_benefits,s_treated_fair_age,s_treated_fair_race,s_treated_fair_gender,s_treated_fair_sex_orient,s_treated_fair_diability,s_sup_interpersonal_skills,s_belonging_work_unit,s_belonging_agency,comments,mental_emotional_health,s_comfort_using_PTO,s_able_complete_40hr,have_to_do_more,s_agency_mh_policy_support,burnout,considering_leaving,leaving_plans,leaving_plans_other,leaving_org_reasons,leaving_orgs_reasons_other,why_staying,why_staying_other,Retirement_year,gender,gender_other,race,Race_other,age,Degrees,assoc_degree_other,bach_degree_other,master_degree_other,publichealth_phd_other,phd_other,degree_pursuing,pursuing_degree_asso_other,pursuing_degree_bach_other,pursuing_degree_master_other,pursuing_degree_phPhd_other,pursuing_degree_phd_other,degree_concentration_other,primary_concentration_degree,primary_concentration_degree_other,current_credentials,current_credentials_list,credentials_interest,credentials_interest_list,credentials_interest_list_other
CYQ,Region 5,Small,Tribal Health Department,Executive: member of senior executive service or equivalent,7,10,13,7,Sometimes,Usually,Almost Always,Always,Usually,Almost Always,Usually,Always,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,NA,Very Good,Strongly Agree,Agree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Other (please specify)",loyal/commitment,I am not planning to retire before 2030,Woman,NA,White,NA,41,MSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Certified in Public Health (CPH),Other Certification (please specify)",DipACLM
QGZ,Region 1,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",12,12,12,NA,Almost Always,Always,Always,Almost Always,Almost Always,Always,Almost Always,Almost Always,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,Very Good,Strongly Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Support from coworkers,Unsatisfactory opportunities outside of the agency",NA,2029,Woman,NA,White,NA,61,"Associate's degree in nursing,Other bachelor's degree (please specify),MEd",NA,"BS in secondary education/physics, chemistry, biology and earth science",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Certified in Public Health (CPH),Infection Control Certification (CIC)",NA
PQS,Region 4,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",7,7,7,7,Almost Always,Almost Always,Always,Almost Always,Always,Usually,Always,Always,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,There is a supportive culture here.,Very Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Organizational climate / culture,Pay,Remote work policies,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,53,"BS/BA,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
PQS,Region 4,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,6,6,1,Almost Always,Always,Always,Always,Always,Always,Almost Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job satisfaction,Mentorship opportunities,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Unsatisfactory opportunities outside of the agency",NA,I am not planning to retire before 2030,Woman,NA,White,NA,38,MSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,Yes,Certified in Public Health (CPH),NA
PQS,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,5,NA,Almost Always,Almost Always,Always,Almost Always,Always,Almost Always,Always,Almost Always,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Fair,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Exciting and challenging work,Job stability,Organizational climate / culture",NA,I am not planning to retire before 2030,Man,NA,White,NA,36,"BS/BA,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,Other Certification (please specify),Professional Hydrologist
QGZ,Region 1,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Almost Always,Always,Always,Usually,Always,Always,Always,Always,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job satisfaction,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,57,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
PQS,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,4,6,NA,Always,Always,Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I love my job, my supervisor, and the team I am associated with. I really could not be any happier.",Excellent,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Exciting and challenging work,Job satisfaction,Job stability,Lack of stress,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,71,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
PQS,Region 4,Large,County Health Department,Executive: member of senior executive service or equivalent,7,13,18,13,Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Strongly Agree,Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job satisfaction,Organizational climate / culture,Pride in the organization and its mission,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,50,MPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certified in Public Health (CPH),NA,No,NA,NA
PQS,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",NA,NA,NA,NA,Sometimes,Always,Always,Always,Sometimes,Usually,Usually,Usually,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,"Lack of support for dealing with the community.  Community values not well understood at the Department, making it difficult for employees who work in the field to be successful.",Excellent,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job stability,Pay,Remote work policies,Satisfaction with your supervisor,Training opportunities,Unsatisfactory opportunities outside of the agency",NA,I am not planning to retire before 2030,Woman,NA,White,NA,57,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA,Yes,Infection Control Certification (CIC),NA
CYQ,Region 5,Small,Tribal Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,2,2,NA,Usually,Almost Always,Usually,Almost Always,Rarely,Usually,Sometimes,Sometimes,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,NA,Good,Agree,Agree,Strongly Disagree,Strongly Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Pay,Support from coworkers,Unsatisfactory opportunities outside of the agency",NA,2028,Woman,NA,"American Indian or Alaska Native,White",NA,67,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
WBW,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",12,14,16,NA,Sometimes,Usually,Almost Always,Rarely,Almost Always,Always,Usually,Always,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,"My supervisor does everything to avoid conflict, requiring staff to resolve conflicts on their own. She will discuss her concerns with other staff members if she is unhappy with someone, but will not speak directly with that person.",Good,Strongly Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that won't go away,Yes,Other (please specify),Undecided what type of job to pursue.,"Lack of acknowledgement / recognition,Lack of opportunities for advancement,Organizational climate / culture,Pay,Reasons unrelated to my job (e.g., family obligations, health reasons, lack of affordable child-care options, moving, etc.)",NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,59,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Other Certification (please specify)","Certified Case Manager (CCM), Certified Passenger Safety Tech, (CPST)",Yes,"Certified Community Health Worker,Certified in Public Health (CPH),Infection Control Certification (CIC)",NA
PQS,Region 4,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",0,0,0,0,Always,Always,Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The culture in the organization is to focus on ensuring employees feel supported, empowered to do their jobs, and that they work collectively to meet the goals and objectives agreed upon to achieve their mission.",Very Good,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Mentorship opportunities,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Man,NA,White,NA,58,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,Certified in Public Health (CPH),NA
WBW,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",12,12,14,NA,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Usually,Usually,Almost Always,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,Good,Disagree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,46,"High school or equivalent,Other bachelor's degree (please specify)",NA,Health and Human Development--Nutrition,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)",NA,No,NA,NA
TDK,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,Almost Always,Always,Always,Almost Always,Almost Always,Almost Always,Always,Always,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Opportunities for advancement,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,33,"Other associate degree (please specify),BS/BA,BSN,Other bachelor's degree (please specify)",applied science,dental hygiene,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified in Public Health (CPH),Diabetes Educator Certification (CDE)",NA
CYQ,Region 5,Small,Tribal Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,Almost Always,Usually,Almost Always,Almost Always,Usually,Usually,Sometimes,Sometimes,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Lack of stress,Opportunities for advancement,Pride in the organization and its mission,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,28,BSPH/BAPH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,Yes,Certified in Public Health (CPH),NA
