"resp_id","region","size","sup_status","current_credentials","cred_recat","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","highest_degree","degree_recat"
380,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"Other bachelor's degree (please specify),Other master's degree (please specify)",NA,"Communications","Communications MA in works",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
381,"Region 5","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Physician Board Certification (MD, DO)",NA,"Other master's degree (please specify)",NA,NA,"Biology",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
382,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Change Management Practitioner, Certificate in Natural Resource Conflict Management","Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Other Certification (please specify)","Unsure, but always interested in furthering my education.","BS/BA,Other bachelor's degree (please specify),MA/MS",NA,"BM",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
383,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"No",NA,NA,"BS/BA,Other public health doctorate (please specify)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
384,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
385,"Region 5","Large","Supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
386,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
387,"Region 5","Large","Non-supervisor","Certified in Public Health (CPH)","certified",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES)",NA,"BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Community / Population Health",NA,"Masters or higher","Bachelors or higher"
388,"Region 5","Large","Supervisor","Other Certification (please specify)","certified","AAPC Certified Professional Biller","No",NA,NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
389,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
390,"Region 5","Large","Non-supervisor","Licensed Clinical Social Worker (LCSW),Other Certification (please specify)","certified","Currently SWLC working on my LCSW","Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Licensed Clinical Social Worker (LCSW)",NA,"Other bachelor's degree (please specify),MSW",NA,"BSW",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
391,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
392,"Region 5","Large","Non-supervisor","Certified Health Education Specialist (CHES or Master CHES),Other Certification (please specify)","certified","Emergency Medical Technician (EMT)","No",NA,NA,"High school or equivalent,BS/BA,MA/MS,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
393,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
394,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
395,"Region 5","Large","Supervisor","Certified in Public Health (CPH)","certified",NA,"No",NA,NA,"BS/BA,I am currently pursuing a degree",NA,NA,NA,"MPH",NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
396,"Region 5","Large","Executive","Other Certification (please specify)","certified","Certificate in Public Health Management","No",NA,NA,"High school or equivalent,Other bachelor's degree (please specify),MPH",NA,"Environmental Health and Water Quality Technology",NA,NA,NA,NA,NA,NA,NA,"Yes","Community / Population Health,Environmental Health,Food Systems / Nutrition,Global / International Health,Health Communication,Health Education,Health Leadership,Health Policy,Maternal, Child, and Adolescent Health,Program Planning and Evaluation,Social and Behavioral Science",NA,"Masters or higher","Bachelors or higher"
397,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","LMSW","Yes","Certified in Public Health (CPH),Licensed Clinical Social Worker (LCSW)",NA,"High school or equivalent,BS/BA,MSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
398,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
399,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"Yes","Registered Dietitian (RD)",NA,"High school or equivalent,BS/BA,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
400,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
401,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"Yes","Licensed Clinical Social Worker (LCSW),Nurse certification (RN, LPN, NP, BSN),Registered Dietitian (RD)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
402,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified in Public Health (CPH),Physical Activity in Public Health Specialist (PAPHS)",NA,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Community / Population Health,Health Communication,Health Education,Health Equity / Social Justice / Humanitarian",NA,"Bachelors","Bachelors or higher"
403,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
404,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
405,"Region 4","Frontier","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
406,"Region 3","Large","Supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"less than Bachelors"
407,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,"High school or equivalent,BS/BA,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
408,"Region 4","Small","Non-supervisor","Other Certification (please specify)","certified","Child passenger safety technician","No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
409,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"MA/MS,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Epidemiology,Health Education",NA,"Masters or higher","Bachelors or higher"
410,"Region 1","Small","Supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified in Public Health (CPH)",NA,"High school or equivalent,BS/BA,MBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Environmental Health",NA,"Masters or higher","Bachelors or higher"
411,"Region 2","Small","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
412,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"Other associate degree (please specify),BS/BA","Legal Assisting",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
413,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Laboratory Certification,Other Certification (please specify)","Legal Certificate of Applied Science (CAS)","Other associate degree (please specify),BS/BA","AA",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
414,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Infection Control Certification (CIC),Registered Dietitian (RD)",NA,"High school or equivalent,BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
415,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Other Certification (please specify)","Ibclc","BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
416,"Region 2","Medium","Supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
417,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA,I am currently pursuing a degree",NA,NA,NA,"Other master's degree (please specify)",NA,NA,"Certificate in Public Health, then MPH",NA,NA,"Yes","Community / Population Health",NA,"Bachelors","Bachelors or higher"
418,"Region 5","Large","Supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"No",NA,NA,"MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
419,"Region 5","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"High school or equivalent,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
420,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
421,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Ambulatory Care Certification","Yes","Certified in Public Health (CPH),Other Certification (please specify)","Travel Medicine Certification","BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
422,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Registered Sanitarian in Training","No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
423,"Region 1","Medium","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
424,"Region 5","Large","Non-supervisor","Certified in Public Health (CPH),Infection Control Certification (CIC),Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"High school or equivalent,BSN,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
425,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified Community Health Worker,Certified in Public Health (CPH),Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
426,"Region 5","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Certified Community Health Worker",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
427,"Region 5","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
428,"Region 5","Small","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
429,"Region 1","Medium","Supervisor","Dental Public Health - Board Certification (DPH),Infection Control Certification (CIC),Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
430,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
431,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","none of these relate to my job.","Yes","Other Certification (please specify)","Animal Control Officer Certifications","High school or equivalent,Other associate degree (please specify),BS/BA","business",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
432,"Region 5","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"No",NA,NA,"High school or equivalent,BS/BA,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
433,"Region 2","Small","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"BSN,Other master's degree (please specify)",NA,NA,"NP",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
434,"Region 2","Small","Non-supervisor","Other Certification (please specify)","certified","LCPC","No",NA,NA,"High school or equivalent,BS/BA,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
435,"Region 3","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Aging,Biostatistics,Community / Population Health,Emergency Preparedness / Disaster Response,Environmental Health,Epidemiology,Food Systems / Nutrition,Global / International Health,Health Communication,Health Education,Health Equity / Social Justice / Humanitarian,Health Leadership,Health Policy,Healthcare Management / Administration,Infectious Disease,Maternal, Child, and Adolescent Health,Occupational Health,Program Planning and Evaluation,Social and Behavioral Science,Women's and Reproductive Health",NA,"Bachelors","Bachelors or higher"
436,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
437,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Child Passenger Safety Technician","No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
438,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Other Certification (please specify)","Public Health Administration","Other associate degree (please specify)","Secretarial Science",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
439,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Certified Lifestyle coach","Yes","Diabetes Educator Certification (CDE)",NA,"Other master's degree (please specify)",NA,NA,"Occupational Therapy",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
440,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","SWLC, ALAC","Yes","Licensed Clinical Social Worker (LCSW)",NA,"MSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
441,"Region 5","Large","Non-supervisor","Certified Health Education Specialist (CHES or Master CHES)","certified",NA,"Yes","Other Certification (please specify)","LAC","MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
442,"Region 5","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified in Public Health (CPH),Other Certification (please specify)","Travel Medicine","High school or equivalent,BSN,Other bachelor's degree (please specify)",NA,"Psychology",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
443,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
444,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Certified Prevention Specialist","Yes","Certified Health Education Specialist (CHES or Master CHES)",NA,"MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
445,"Region 5","Large","Supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
446,"Region 5","Large","Non-supervisor","Registered Dietitian (RD)","certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Diabetes Educator Certification (CDE)",NA,"High school or equivalent,BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
447,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
448,"Region 5","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES)",NA,"BSN,MPH,I am currently pursuing a degree",NA,NA,NA,"PhD in Public Health",NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
